method,chunk_size_words,chunk_overlap_words,top_k,bm25_k1,bm25_b,rrf_k,bm25_weight,dense_weight,rerank_top_n,reranker_model,ndcg_k,ndcg,map,combined_score,num_chunks,num_qrels
rrf,750,75,100,2.2,1.0,180,0.25,3.0,0,,30,0.487700321972891,0.35126347776282923,0.4194818998678601,577,181
rrf,700,100,150,2.2,1.0,180,0.5,2.5,0,,30,0.48682306153430244,0.3521317177459327,0.4194773896401176,582,182
rrf,700,150,100,2.2,1.0,150,0.5,2.5,0,,30,0.4881247876739029,0.3507910683121453,0.41945792799302406,586,182
rrf,700,150,100,2.2,1.0,120,0.5,2.5,0,,30,0.4881121277591904,0.350721396134484,0.4194167619468372,586,182
rrf,750,75,100,2.2,1.0,120,0.5,2.0,0,,30,0.4882858031937209,0.3505425209366135,0.4194141620651672,577,181
rrf,700,125,100,2.2,1.0,150,0.25,2.0,0,,30,0.4893747991222894,0.34945036973347465,0.419412584427882,584,182
rrf,750,150,100,2.2,1.0,150,0.25,3.0,0,,30,0.4887714398819098,0.35000284638891194,0.41938714313541087,579,181
rrf,750,75,150,2.2,1.0,150,0.25,2.5,0,,30,0.4892630090019504,0.3495070864782418,0.4193850477400961,577,181
rrf,800,100,100,2.2,1.0,180,0.5,2.0,0,,30,0.48931926851485913,0.3494399839753939,0.4193796262451265,573,180
rrf,750,150,100,2.2,1.0,150,0.5,3.0,0,,30,0.4883981196215939,0.3503556872884723,0.4193769034550331,579,181
rrf,700,150,100,2.2,1.0,120,0.5,3.0,0,,30,0.4887162855598078,0.34999929716341555,0.41935779136161166,586,182
rrf,750,100,100,2.2,1.0,180,0.5,2.0,0,,30,0.4893129824546238,0.34935237650508594,0.41933267947985486,578,181
rrf,750,75,100,2.2,1.0,120,0.5,2.5,0,,30,0.48806579665321836,0.35057467229825273,0.4193202344757355,577,181
rrf,750,150,100,2.2,1.0,150,0.25,2.0,0,,30,0.48746346253293765,0.351097952153152,0.4192807073430448,579,181
rrf,700,75,100,2.2,1.0,180,0.25,2.5,0,,30,0.4905150947088376,0.34801999362899033,0.419267544168914,580,182
rrf,700,125,100,2.2,1.0,150,0.5,3.0,0,,30,0.48863931625429435,0.3498391768307018,0.4192392465424981,584,182
rrf,700,175,100,2.2,1.0,180,0.25,2.0,0,,30,0.48798114562453543,0.3504955486865144,0.4192383471555249,587,182
