query_id,doc_id,rank,score
q05,pdf_0484_minor-in-business-application::chunk_001,34,17.967
q05,pdf_0512_nursing-joint-bsms-biomedical-eng-audit-form::chunk_001,35,17.6916
q05,pdf_0518_professional-certificate-energy-resilience-worksheet::chunk_001,36,17.6769
q05,pdf_0348_certificate-energy-resilience-program-worksheet::chunk_001,37,17.6706
q05,pdf_0501_ms-in-information-technology-management-advance-information-::chunk_001,38,17.5185
q05,pdf_0508_ms-to-phd-electrical-engineering-worksheet1.13.2026::chunk_001,39,17.4962
q05,pdf_0292_bsphd-audit-form::chunk_001,40,17.4829
q05,pdf_0522_professional-ms-itm-csda-concentration-worksheet::chunk_001,41,17.4508
q05,pdf_0499_ms-in-eel-worksheet::chunk_001,42,17.4083
q05,pdf_0491_ms-cse-worksheet-new::chunk_001,43,17.3837
q05,pdf_0521_professional-ms-itm-adv-info-tech-concentration-worksheet::chunk_001,44,17.2442
q05,pdf_0330_ce-application-form::chunk_001,45,17.1221
q05,pdf_0507_ms-to-phd-eel-neuroeng-concn-worksheet12.09.2025::chunk_001,46,16.9175
q05,pdf_0341_certificate-artificial--intelligence-program-application::chunk_001,47,16.7146
q05,pdf_0511_nursing-joint-bsms-ai-audit-form::chunk_001,48,16.6047
q05,pdf_0406_cybersecurity-certificate-worksheet-2023::chunk_001,49,16.5761
q05,pdf_0493_ms-egit-csda-worksheet::chunk_001,50,16.514
q05,pdf_0408_cybersecurity-minor-worksheet::chunk_001,51,16.3748
q05,course_0100_COT_6905::chunk_001,52,16.3433
q05,pdf_0494_ms-egit-csec-worksheet::chunk_001,53,16.2285
q05,course_0098_COT_6900::chunk_001,54,16.1984
q05,pdf_0284_bs-phd-computer-engineering-worksheet-12.09.2025::chunk_002,55,16.1152
q05,course_0105_COT_6930::chunk_001,56,16.0563
q05,course_0055_CEN_6930::chunk_001,57,15.922
q05,course_0089_COT_5930::chunk_001,58,15.917
q05,course_0057_CGS_5937::chunk_001,59,15.9011
